0ward,1area,2may16,3may12,4edu,5age,6gender,7xcoord,8ycoord,9income,10populationsize
E05000294,3,0.513638465095,0.639643861293,2.07565533351,45.4081074655,0.50723811695,-0.295116451563,51.5903814838,32.88,8773.0
E05000295,3,0.385903426791,0.443917169974,2.35639097744,47.0513810861,0.511549295775,-0.316187893912,51.5907099484,38.4,8875.0
E05000296,3,0.610889774236,0.636363636364,2.42057977959,43.8351829469,0.491335587489,-0.334519189928,51.5928455185,34.45,9464.0
E05000297,3,0.323856613103,0.242614145031,2.66689080151,51.2553465602,0.530540574439,-0.389429677297,51.6031161059,43.95,7973.0
E05000298,3,0.322015725518,0.267036450079,2.80100822499,50.5496361746,0.523995958575,-0.385135947032,51.5857691793,49.42,7918.0
E05000299,3,0.512364425163,0.596548507463,2.205,45.3680890112,0.508719973676,-0.296297637728,51.5982202871,35.03,9117.0
E05000300,3,0.466057959508,0.46482635797,2.56228824603,47.3670148166,0.500645615683,-0.375841293785,51.5737815756,40.31,8519.0
E05000301,3,0.608908868002,0.658245291686,2.20258930712,44.417687681,0.518319544429,-0.367769324719,51.5660536887,32.13,9307.0
E05000302,3,0.584980237154,0.640221402214,2.25465024889,45.7580528846,0.502784222738,-0.364636605517,51.5596024377,35.11,8620.0
E05000303,3,0.276714513557,0.225411764706,2.33337345048,51.8873579056,0.534342647223,-0.324806094471,51.6181449055,39.21,8983.0
E05000304,3,0.603009859886,0.647739801544,2.12137657181,44.8126553953,0.512244654163,-0.33709762668,51.5998429333,32.08,8371.0
E05000305,3,0.518721076988,0.501005025126,2.61776746725,46.4963106796,0.511834690044,-0.357318520622,51.5777903264,40.21,7985.0
E05000043,4,0.478301592257,0.394791666667,2.38135738832,48.327890375,0.526555023923,-0.144857790866,51.6285773559,39.8,12540.0
E05000044,4,0.677377892031,0.679419525066,1.983918637,44.104270266,0.539389799636,-0.259648706526,51.6035446138,29.4,13176.0
E05000045,4,0.434556574924,0.360465116279,2.72887786371,44.4227347611,0.52237100971,-0.202687819215,51.5650341105,38.96,15757.0
E05000046,4,0.670601675552,0.709543568465,2.29868016634,41.8804903792,0.511595439386,-0.245563748091,51.5940058906,30.17,12893.0
E05000047,4,0.604244694132,0.484256243214,2.58901438206,44.4987694201,0.512189683366,-0.151829896791,51.6112003816,38.09,13454.0
E05000048,4,0.454913880446,0.363467951093,2.40630925702,47.6894544245,0.524909164312,-0.160938685085,51.6467204635,39.87,12385.0
E05000049,4,0.661556262655,0.540060341938,2.80757016565,45.4915295851,0.53004902736,-0.168968946602,51.5950859359,41.16,12646.0
E05000050,4,0.264371257485,0.246148908858,2.42379443858,47.5455613358,0.52743162324,-0.281723170755,51.6263311766,38.41,12358.0
E05000051,4,0.283971159179,0.205798024849,2.84451515955,47.8350626712,0.52034416211,-0.201249233837,51.5963234017,45.03,12436.0
E05000052,4,0.240483066422,0.137044362814,3.13465242514,48.6213600334,0.541579202325,-0.183342822752,51.5810183753,53.09,12386.0
E05000053,4,0.294793995529,0.253830083565,2.50675385012,45.3340662793,0.524007561437,-0.212750634467,51.5747447945,40.8,13225.0
E05000054,4,0.377375036539,0.34302709848,2.40562248996,47.2508195411,0.528769457136,-0.256793070263,51.6261224756,38.59,12913.0
E05000055,4,0.281951219512,0.23928077455,2.69606818365,43.486272516,0.510226798386,-0.224387583723,51.5910779378,38.53,14374.0
E05000056,4,0.423263327948,0.310615199035,2.68426086957,49.7237043331,0.528885946035,-0.212543410403,51.6549196351,43.94,12082.0
E05000057,4,0.353144989339,0.325668116843,2.62457633798,47.1858534008,0.529170931423,-0.224675314328,51.6138494387,41.92,13678.0
E05000058,4,0.368544600939,0.2849002849,2.5805923885,49.0088392262,0.526264748667,-0.170715247995,51.6344001888,41.67,12374.0
E05000059,4,0.32385620915,0.219426974144,2.7765332354,49.3992292196,0.531630481056,-0.201161698945,51.6298416663,46.15,11745.0
E05000060,4,0.518829754124,0.43146826887,2.19742939582,49.3067406143,0.537880032868,-0.218569926488,51.6442096995,37.04,12170.0
E05000061,4,0.540558510638,0.432959884351,2.87515720634,44.9965846464,0.522303995194,-0.18741314721,51.6071996747,42.05,13316.0
E05000062,4,0.445097319133,0.44749034749,2.40967825861,43.6242043101,0.506267512166,-0.235390966341,51.5783457415,35.09,13562.0
E05000063,4,0.563909774436,0.490405117271,2.59317690398,46.3622342019,0.523008018493,-0.1717638742,51.6109343402,38.22,13843.0
E05000128,5,0.50951986755,0.349707075259,3.22405009552,44.3403281949,0.526840119934,-0.166485505268,51.5461763727,52.68,10339.0
E05000129,5,0.679677819083,0.498596294217,3.09382252183,37.7643101239,0.476176265791,-0.131519628778,51.5220039814,40.34,10053.0
E05000130,5,0.674114021572,0.54186228482,2.97037572254,43.4045763882,0.501529636711,-0.149175515625,51.5403257154,45.84,10460.0
E05000131,5,0.815990357573,0.669234254644,2.81811255034,41.0202550638,0.51761462269,-0.133679775211,51.5450071373,39.06,9793.0
E05000132,5,0.611388196176,0.458891867739,3.1261393046,42.1674651336,0.503528689782,-0.201624602888,51.5530675591,46.8,9777.0
E05000133,5,0.377145659637,0.24708994709,3.3216903344,45.5513536743,0.523888314374,-0.183790923478,51.5545920674,60.31,9670.0
E05000134,5,0.755870445344,0.617738359202,2.61804878049,45.3855847368,0.525483503982,-0.156287501616,51.5528425029,39.99,8790.0
E05000135,5,0.484569322893,0.320439350525,3.38818171202,47.7360925679,0.515360227397,-0.174015202052,51.5603083981,62.84,9147.0
E05000136,5,0.782854832188,0.643331856447,2.55028991971,43.2477961729,0.537136373014,-0.153448100265,51.5466290757,35.73,9694.0
E05000137,5,0.717659883721,0.572390572391,2.94952981788,48.1267754431,0.544479927007,-0.15520892048,51.5645289948,47.84,8768.0
E05000138,5,0.732045359093,0.604420387912,2.83013043911,41.2046303211,0.464052287582,-0.117706625139,51.519012483,40.18,11169.0
E05000139,5,0.836747759283,0.683631921824,2.92059103908,41.8978823529,0.522651234289,-0.140154299105,51.5515115915,41.23,11059.0
E05000140,5,0.745124113475,0.636406176883,2.60025542784,43.5350979354,0.526380493802,-0.190575403201,51.5403287162,34.73,9761.0
E05000141,5,0.797947055646,0.654710920771,2.79433483963,37.0533217731,0.507387677153,-0.121323693601,51.5271357482,32.89,9949.0
E05000142,5,0.780920219502,0.654650645305,2.53346418057,40.0978098091,0.487494397131,-0.142589148405,51.5307928412,34.26,11155.0
E05000143,5,0.851467430208,0.747495826377,2.19993876301,40.9139471639,0.525925238846,-0.130369217523,51.5353279633,30.5,10781.0
E05000144,5,0.53966296753,0.364299610895,3.19398241339,43.7729708662,0.53992826128,-0.176568006322,51.5419621793,50.34,10594.0
E05000145,5,0.631414022718,0.466222222222,3.15529387026,40.2317536493,0.52380952381,-0.191671398768,51.5485197637,46.29,10374.0
E05000026,6,0.796669588081,0.791794871795,2.40780365009,38.3864068973,0.458386547467,0.0790138938189,51.5397290623,33.92,9396.0
E05000027,6,0.625349487418,0.577054794521,1.59692307692,45.2297720798,0.540466766753,0.148274769808,51.5455875677,32.47,7327.0
E05000028,6,0.703748488513,0.663624511082,1.76524953789,44.0401156942,0.521513173797,0.118879066481,51.554492787,33.0,8274.0
E05000029,6,0.614780902551,0.540781357094,1.71796008869,48.2914472748,0.542163718634,0.139965156805,51.5847654657,33.92,7293.0
E05000030,6,0.512573964497,0.48013029316,1.68277785155,48.1094284962,0.524206800657,0.173538376037,51.5536044274,37.4,7911.0
E05000031,6,0.735392881128,0.680882352941,1.71771043771,44.3674584021,0.521361243726,0.105606510419,51.5359070589,32.87,8169.0
E05000032,6,0.814073595868,0.78934769599,1.95598178557,40.9857431239,0.507393939394,0.0847657060591,51.5323913169,29.48,8250.0
E05000033,6,0.663166397415,0.638755980861,1.66204835642,45.5113993711,0.542529025745,0.135559276736,51.5360822439,33.25,7924.0
E05000034,6,0.659744408946,0.622356495468,1.59113712375,46.4975496869,0.551381070821,0.154297203867,51.5574892107,31.34,7639.0
E05000035,6,0.716545012165,0.615490375802,2.0222396651,45.3481481481,0.508981328291,0.0965594764176,51.5438635902,40.57,8462.0
E05000036,6,0.663246268657,0.590425531915,1.55204294661,45.3077804843,0.535437430786,0.119162255103,51.5440228787,31.53,7224.0
E05000037,6,0.629664179104,0.602069614299,1.57225698154,45.8050822123,0.54914621897,0.134971839755,51.5502240193,31.86,6969.0
E05000038,6,0.697514995716,0.688970588235,1.69155617585,45.2957899012,0.535444357571,0.153337487137,51.5260436172,33.49,7674.0
E05000039,6,0.77200236267,0.742951907131,1.93595832695,42.0599854757,0.522547523241,0.118237819037,51.5249549322,32.58,7207.0
E05000040,6,0.679549114332,0.611453744493,1.60517110266,46.2957953543,0.5473967176,0.134130353148,51.5606103508,33.2,7068.0
E05000041,6,0.625386996904,0.596818810512,1.63950753908,45.5647689216,0.526025641026,0.166279004462,51.5390520275,31.96,7800.0
E05000042,6,0.592429022082,0.539772727273,1.91360963316,45.6951186983,0.530976863753,0.142218790901,51.5677614254,37.18,7780.0
E05000475,8,0.722346368715,0.746066196419,2.20991045991,38.8623410378,0.530994460564,0.070228908299,51.5159406941,34.1,11373.0
E05000476,8,0.821077600813,0.84224011713,2.12093117001,41.0686247847,0.465912036637,0.0413651699756,51.5310706197,31.63,11573.0
E05000477,8,0.779179810726,0.783400809717,1.91743892165,41.8135430654,0.497858769932,0.00774083115218,51.5224753186,28.91,10975.0
E05000478,8,0.720636406177,0.686014372582,2.22354460744,39.5868109222,0.489897750511,0.017402070574,51.5128085113,32.87,12225.0
E05000479,8,0.720542874769,0.71725440806,1.95175079049,41.2052434457,0.516777154513,0.0351551214311,51.5120311136,31.84,9805.0
