"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Fine Particulate Matter (µg/m³)
	"Maricopa County, AZ"	"04013"	"2006"	"2006"	10.11
	"Maricopa County, AZ"	"04013"	"2007"	"2007"	10.64
	"Maricopa County, AZ"	"04013"	"2008"	"2008"	12.24
	"Mohave County, AZ"	"04015"	"2003"	"2003"	13.39
	"Mohave County, AZ"	"04015"	"2004"	"2004"	12.43
	"Mohave County, AZ"	"04015"	"2005"	"2005"	11.92
	"Mohave County, AZ"	"04015"	"2006"	"2006"	10.54
	"Mohave County, AZ"	"04015"	"2007"	"2007"	10.96
	"Mohave County, AZ"	"04015"	"2008"	"2008"	12.35
	"Navajo County, AZ"	"04017"	"2003"	"2003"	10.11
	"Navajo County, AZ"	"04017"	"2004"	"2004"	9.19
	"Navajo County, AZ"	"04017"	"2005"	"2005"	9.44
	"Navajo County, AZ"	"04017"	"2006"	"2006"	8.71
	"Navajo County, AZ"	"04017"	"2007"	"2007"	9.13
	"Navajo County, AZ"	"04017"	"2008"	"2008"	10.61
	"Pima County, AZ"	"04019"	"2003"	"2003"	11.66
	"Pima County, AZ"	"04019"	"2004"	"2004"	10.13
	"Pima County, AZ"	"04019"	"2005"	"2005"	10.44
	"Pima County, AZ"	"04019"	"2006"	"2006"	9.47
	"Pima County, AZ"	"04019"	"2007"	"2007"	10.71
	"Pima County, AZ"	"04019"	"2008"	"2008"	12.36
	"Pinal County, AZ"	"04021"	"2003"	"2003"	10.91
	"Pinal County, AZ"	"04021"	"2004"	"2004"	9.11
	"Pinal County, AZ"	"04021"	"2005"	"2005"	9.59
	"Pinal County, AZ"	"04021"	"2006"	"2006"	8.96
	"Pinal County, AZ"	"04021"	"2007"	"2007"	10.46
	"Pinal County, AZ"	"04021"	"2008"	"2008"	12.82
	"Santa Cruz County, AZ"	"04023"	"2003"	"2003"	11.45
	"Santa Cruz County, AZ"	"04023"	"2004"	"2004"	10.22
	"Santa Cruz County, AZ"	"04023"	"2005"	"2005"	10.42
	"Santa Cruz County, AZ"	"04023"	"2006"	"2006"	9.60
	"Santa Cruz County, AZ"	"04023"	"2007"	"2007"	10.96
	"Santa Cruz County, AZ"	"04023"	"2008"	"2008"	12.30
	"Yavapai County, AZ"	"04025"	"2003"	"2003"	13.69
	"Yavapai County, AZ"	"04025"	"2004"	"2004"	12.54
	"Yavapai County, AZ"	"04025"	"2005"	"2005"	11.94
	"Yavapai County, AZ"	"04025"	"2006"	"2006"	10.94
	"Yavapai County, AZ"	"04025"	"2007"	"2007"	10.79
	"Yavapai County, AZ"	"04025"	"2008"	"2008"	12.22
	"Yuma County, AZ"	"04027"	"2003"	"2003"	13.20
	"Yuma County, AZ"	"04027"	"2004"	"2004"	11.63
	"Yuma County, AZ"	"04027"	"2005"	"2005"	11.81
	"Yuma County, AZ"	"04027"	"2006"	"2006"	10.52
	"Yuma County, AZ"	"04027"	"2007"	"2007"	10.76
	"Yuma County, AZ"	"04027"	"2008"	"2008"	11.61
	"Arkansas County, AR"	"05001"	"2003"	"2003"	13.11
	"Arkansas County, AR"	"05001"	"2004"	"2004"	12.73
	"Arkansas County, AR"	"05001"	"2005"	"2005"	14.79
	"Arkansas County, AR"	"05001"	"2006"	"2006"	12.95
	"Arkansas County, AR"	"05001"	"2007"	"2007"	12.91
	"Arkansas County, AR"	"05001"	"2008"	"2008"	12.24
	"Ashley County, AR"	"05003"	"2003"	"2003"	12.95
	"Ashley County, AR"	"05003"	"2004"	"2004"	12.15
	"Ashley County, AR"	"05003"	"2005"	"2005"	13.53
	"Ashley County, AR"	"05003"	"2006"	"2006"	12.30
	"Ashley County, AR"	"05003"	"2007"	"2007"	12.34
	"Ashley County, AR"	"05003"	"2008"	"2008"	11.91
	"Baxter County, AR"	"05005"	"2003"	"2003"	12.14
	"Baxter County, AR"	"05005"	"2004"	"2004"	11.68
	"Baxter County, AR"	"05005"	"2005"	"2005"	13.57
	"Baxter County, AR"	"05005"	"2006"	"2006"	11.44
	"Baxter County, AR"	"05005"	"2007"	"2007"	12.32
	"Baxter County, AR"	"05005"	"2008"	"2008"	11.60
	"Benton County, AR"	"05007"	"2003"	"2003"	11.68
	"Benton County, AR"	"05007"	"2004"	"2004"	10.87
	"Benton County, AR"	"05007"	"2005"	"2005"	12.48
	"Benton County, AR"	"05007"	"2006"	"2006"	10.66
	"Benton County, AR"	"05007"	"2007"	"2007"	11.96
	"Benton County, AR"	"05007"	"2008"	"2008"	10.53
	"Boone County, AR"	"05009"	"2003"	"2003"	11.97
	"Boone County, AR"	"05009"	"2004"	"2004"	11.37
	"Boone County, AR"	"05009"	"2005"	"2005"	13.16
	"Boone County, AR"	"05009"	"2006"	"2006"	11.15
	"Boone County, AR"	"05009"	"2007"	"2007"	12.20
	"Boone County, AR"	"05009"	"2008"	"2008"	11.19
	"Bradley County, AR"	"05011"	"2003"	"2003"	12.85
	"Bradley County, AR"	"05011"	"2004"	"2004"	12.13
	"Bradley County, AR"	"05011"	"2005"	"2005"	13.62
	"Bradley County, AR"	"05011"	"2006"	"2006"	12.19
	"Bradley County, AR"	"05011"	"2007"	"2007"	12.29
	"Bradley County, AR"	"05011"	"2008"	"2008"	11.84
	"Calhoun County, AR"	"05013"	"2003"	"2003"	12.78
	"Calhoun County, AR"	"05013"	"2004"	"2004"	12.06
	"Calhoun County, AR"	"05013"	"2005"	"2005"	13.55
	"Calhoun County, AR"	"05013"	"2006"	"2006"	12.06
	"Calhoun County, AR"	"05013"	"2007"	"2007"	12.23
	"Calhoun County, AR"	"05013"	"2008"	"2008"	11.75
	"Carroll County, AR"	"05015"	"2003"	"2003"	11.84
	"Carroll County, AR"	"05015"	"2004"	"2004"	11.16
	"Carroll County, AR"	"05015"	"2005"	"2005"	12.86
	"Carroll County, AR"	"05015"	"2006"	"2006"	10.93
	"Carroll County, AR"	"05015"	"2007"	"2007"	12.08
	"Carroll County, AR"	"05015"	"2008"	"2008"	10.91
	"Chicot County, AR"	"05017"	"2003"	"2003"	13.21
	"Chicot County, AR"	"05017"	"2004"	"2004"	12.47
	"Chicot County, AR"	"05017"	"2005"	"2005"	13.96
	"Chicot County, AR"	"05017"	"2006"	"2006"	12.77
	"Chicot County, AR"	"05017"	"2007"	"2007"	12.74
	"Chicot County, AR"	"05017"	"2008"	"2008"	12.12
	"Clark County, AR"	"05019"	"2003"	"2003"	12.44
	"Clark County, AR"	"05019"	"2004"	"2004"	11.72
	"Clark County, AR"	"05019"	"2005"	"2005"	13.37
	"Clark County, AR"	"05019"	"2006"	"2006"	11.67
	"Clark County, AR"	"05019"	"2007"	"2007"	11.98
	"Clark County, AR"	"05019"	"2008"	"2008"	11.54
	"Clay County, AR"	"05021"	"2003"	"2003"	13.25
	"Clay County, AR"	"05021"	"2004"	"2004"	12.35
	"Clay County, AR"	"05021"	"2005"	"2005"	14.30
	"Clay County, AR"	"05021"	"2006"	"2006"	12.59
	"Clay County, AR"	"05021"	"2007"	"2007"	12.82
	"Clay County, AR"	"05021"	"2008"	"2008"	12.72
	"Cleburne County, AR"	"05023"	"2003"	"2003"	12.44
	"Cleburne County, AR"	"05023"	"2004"	"2004"	12.12
	"Cleburne County, AR"	"05023"	"2005"	"2005"	14.15
	"Cleburne County, AR"	"05023"	"2006"	"2006"	12.01
	"Cleburne County, AR"	"05023"	"2007"	"2007"	12.46
	"Cleburne County, AR"	"05023"	"2008"	"2008"	12.14
	"Cleveland County, AR"	"05025"	"2003"	"2003"	12.77
	"Cleveland County, AR"	"05025"	"2004"	"2004"	12.16
	"Cleveland County, AR"	"05025"	"2005"	"2005"	13.91
	"Cleveland County, AR"	"05025"	"2006"	"2006"	12.26
	"Cleveland County, AR"	"05025"	"2007"	"2007"	12.32
	"Cleveland County, AR"	"05025"	"2008"	"2008"	11.90
	"Columbia County, AR"	"05027"	"2003"	"2003"	12.83
	"Columbia County, AR"	"05027"	"2004"	"2004"	12.03
	"Columbia County, AR"	"05027"	"2005"	"2005"	13.28
	"Columbia County, AR"	"05027"	"2006"	"2006"	11.84
	"Columbia County, AR"	"05027"	"2007"	"2007"	12.19
	"Columbia County, AR"	"05027"	"2008"	"2008"	11.54
	"Conway County, AR"	"05029"	"2003"	"2003"	12.36
	"Conway County, AR"	"05029"	"2004"	"2004"	11.86
	"Conway County, AR"	"05029"	"2005"	"2005"	13.79
	"Conway County, AR"	"05029"	"2006"	"2006"	11.78
	"Conway County, AR"	"05029"	"2007"	"2007"	12.33
	"Conway County, AR"	"05029"	"2008"	"2008"	11.79
	"Craighead County, AR"	"05031"	"2003"	"2003"	13.11
	"Craighead County, AR"	"05031"	"2004"	"2004"	12.34
	"Craighead County, AR"	"05031"	"2005"	"2005"	14.32
	"Craighead County, AR"	"05031"	"2006"	"2006"	12.63
	"Craighead County, AR"	"05031"	"2007"	"2007"	12.66
	"Craighead County, AR"	"05031"	"2008"	"2008"	12.97
	"Crawford County, AR"	"05033"	"2003"	"2003"	12.10
	"Crawford County, AR"	"05033"	"2004"	"2004"	11.26
	"Crawford County, AR"	"05033"	"2005"	"2005"	13.00
	"Crawford County, AR"	"05033"	"2006"	"2006"	11.13
	"Crawford County, AR"	"05033"	"2007"	"2007"	12.28
	"Crawford County, AR"	"05033"	"2008"	"2008"	11.05
	"Crittenden County, AR"	"05035"	"2003"	"2003"	13.59
	"Crittenden County, AR"	"05035"	"2004"	"2004"	12.91
	"Crittenden County, AR"	"05035"	"2005"	"2005"	14.90
	"Crittenden County, AR"	"05035"	"2006"	"2006"	13.28
	"Crittenden County, AR"	"05035"	"2007"	"2007"	13.33
	"Crittenden County, AR"	"05035"	"2008"	"2008"	12.86
	"Cross County, AR"	"05037"	"2003"	"2003"	13.22
	"Cross County, AR"	"05037"	"2004"	"2004"	12.65
	"Cross County, AR"	"05037"	"2005"	"2005"	14.67
	"Cross County, AR"	"05037"	"2006"	"2006"	12.89
	"Cross County, AR"	"05037"	"2007"	"2007"	12.99
	"Cross County, AR"	"05037"	"2008"	"2008"	12.69
	"Dallas County, AR"	"05039"	"2003"	"2003"	12.63
	"Dallas County, AR"	"05039"	"2004"	"2004"	11.98
	"Dallas County, AR"	"05039"	"2005"	"2005"	13.69
	"Dallas County, AR"	"05039"	"2006"	"2006"	12.00
	"Dallas County, AR"	"05039"	"2007"	"2007"	12.17
	"Dallas County, AR"	"05039"	"2008"	"2008"	11.74
	"Desha County, AR"	"05041"	"2003"	"2003"	13.22
	"Desha County, AR"	"05041"	"2004"	"2004"	12.68
	"Desha County, AR"	"05041"	"2005"	"2005"	14.50
	"Desha County, AR"	"05041"	"2006"	"2006"	12.95
	"Desha County, AR"	"05041"	"2007"	"2007"	12.93
	"Desha County, AR"	"05041"	"2008"	"2008"	12.20
	"Drew County, AR"	"05043"	"2003"	"2003"	12.93
	"Drew County, AR"	"05043"	"2004"	"2004"	12.27
	"Drew County, AR"	"05043"	"2005"	"2005"	13.90
	"Drew County, AR"	"05043"	"2006"	"2006"	12.44
	"Drew County, AR"	"05043"	"2007"	"2007"	12.43
	"Drew County, AR"	"05043"	"2008"	"2008"	12.00
	"Faulkner County, AR"	"05045"	"2003"	"2003"	12.47
	"Faulkner County, AR"	"05045"	"2004"	"2004"	12.04
	"Faulkner County, AR"	"05045"	"2005"	"2005"	14.04
	"Faulkner County, AR"	"05045"	"2006"	"2006"	12.01
	"Faulkner County, AR"	"05045"	"2007"	"2007"	12.38
	"Faulkner County, AR"	"05045"	"2008"	"2008"	11.96
	"Franklin County, AR"	"05047"	"2003"	"2003"	12.14
	"Franklin County, AR"	"05047"	"2004"	"2004"	11.38
	"Franklin County, AR"	"05047"	"2005"	"2005"	13.15
	"Franklin County, AR"	"05047"	"2006"	"2006"	11.25
	"Franklin County, AR"	"05047"	"2007"	"2007"	12.25
	"Franklin County, AR"	"05047"	"2008"	"2008"	11.23
	"Fulton County, AR"	"05049"	"2003"	"2003"	12.26
	"Fulton County, AR"	"05049"	"2004"	"2004"	11.84
	"Fulton County, AR"	"05049"	"2005"	"2005"	13.78
	"Fulton County, AR"	"05049"	"2006"	"2006"	11.60
	"Fulton County, AR"	"05049"	"2007"	"2007"	12.41
	"Fulton County, AR"	"05049"	"2008"	"2008"	11.80
	"Garland County, AR"	"05051"	"2003"	"2003"	12.28
	"Garland County, AR"	"05051"	"2004"	"2004"	11.61
	"Garland County, AR"	"05051"	"2005"	"2005"	13.43
	"Garland County, AR"	"05051"	"2006"	"2006"	11.59
	"Garland County, AR"	"05051"	"2007"	"2007"	11.99
	"Garland County, AR"	"05051"	"2008"	"2008"	11.54
	"Grant County, AR"	"05053"	"2003"	"2003"	12.60
	"Grant County, AR"	"05053"	"2004"	"2004"	12.06
	"Grant County, AR"	"05053"	"2005"	"2005"	14.00
	"Grant County, AR"	"05053"	"2006"	"2006"	12.15
	"Grant County, AR"	"05053"	"2007"	"2007"	12.24
	"Grant County, AR"	"05053"	"2008"	"2008"	11.86
	"Greene County, AR"	"05055"	"2003"	"2003"	13.14
	"Greene County, AR"	"05055"	"2004"	"2004"	12.30
	"Greene County, AR"	"05055"	"2005"	"2005"	14.26
	"Greene County, AR"	"05055"	"2006"	"2006"	12.55
	"Greene County, AR"	"05055"	"2007"	"2007"	12.69
	"Greene County, AR"	"05055"	"2008"	"2008"	12.84
	"Hempstead County, AR"	"05057"	"2003"	"2003"	12.48
	"Hempstead County, AR"	"05057"	"2004"	"2004"	11.68
	"Hempstead County, AR"	"05057"	"2005"	"2005"	13.10
	"Hempstead County, AR"	"05057"	"2006"	"2006"	11.49
	"Hempstead County, AR"	"05057"	"2007"	"2007"	11.93
	"Hempstead County, AR"	"05057"	"2008"	"2008"	11.37
	"Hot Spring County, AR"	"05059"	"2003"	"2003"	12.38
	"Hot Spring County, AR"	"05059"	"2004"	"2004"	11.72
	"Hot Spring County, AR"	"05059"	"2005"	"2005"	13.55
	"Hot Spring County, AR"	"05059"	"2006"	"2006"	11.74
	"Hot Spring County, AR"	"05059"	"2007"	"2007"	11.99
	"Hot Spring County, AR"	"05059"	"2008"	"2008"	11.62
	"Howard County, AR"	"05061"	"2003"	"2003"	12.13
	"Howard County, AR"	"05061"	"2004"	"2004"	11.26
	"Howard County, AR"	"05061"	"2005"	"2005"	12.76
	"Howard County, AR"	"05061"	"2006"	"2006"	11.08
	"Howard County, AR"	"05061"	"2007"	"2007"	11.64
	"Howard County, AR"	"05061"	"2008"	"2008"	11.19
	"Independence County, AR"	"05063"	"2003"	"2003"	12.53
	"Independence County, AR"	"05063"	"2004"	"2004"	12.23
	"Independence County, AR"	"05063"	"2005"	"2005"	14.28
	"Independence County, AR"	"05063"	"2006"	"2006"	12.13
	"Independence County, AR"	"05063"	"2007"	"2007"	12.53
	"Independence County, AR"	"05063"	"2008"	"2008"	12.39
	"Izard County, AR"	"05065"	"2003"	"2003"	12.30
	"Izard County, AR"	"05065"	"2004"	"2004"	11.99
	"Izard County, AR"	"05065"	"2005"	"2005"	13.98
	"Izard County, AR"	"05065"	"2006"	"2006"	11.76
	"Izard County, AR"	"05065"	"2007"	"2007"	12.45
	"Izard County, AR"	"05065"	"2008"	"2008"	12.04
	"Jackson County, AR"	"05067"	"2003"	"2003"	12.80
	"Jackson County, AR"	"05067"	"2004"	"2004"	12.35
	"Jackson County, AR"	"05067"	"2005"	"2005"	14.39
	"Jackson County, AR"	"05067"	"2006"	"2006"	12.42
	"Jackson County, AR"	"05067"	"2007"	"2007"	12.65
	"Jackson County, AR"	"05067"	"2008"	"2008"	12.57
	"Jefferson County, AR"	"05069"	"2003"	"2003"	12.79
	"Jefferson County, AR"	"05069"	"2004"	"2004"	12.35
	"Jefferson County, AR"	"05069"	"2005"	"2005"	14.38
	"Jefferson County, AR"	"05069"	"2006"	"2006"	12.50
	"Jefferson County, AR"	"05069"	"2007"	"2007"	12.46
	"Jefferson County, AR"	"05069"	"2008"	"2008"	12.07
	"Johnson County, AR"	"05071"	"2003"	"2003"	12.21
	"Johnson County, AR"	"05071"	"2004"	"2004"	11.56
	"Johnson County, AR"	"05071"	"2005"	"2005"	13.40
	"Johnson County, AR"	"05071"	"2006"	"2006"	11.44
	"Johnson County, AR"	"05071"	"2007"	"2007"	12.33
	"Johnson County, AR"	"05071"	"2008"	"2008"	11.44
	"Lafayette County, AR"	"05073"	"2003"	"2003"	12.80
	"Lafayette County, AR"	"05073"	"2004"	"2004"	12.00
	"Lafayette County, AR"	"05073"	"2005"	"2005"	13.22
	"Lafayette County, AR"	"05073"	"2006"	"2006"	11.72
	"Lafayette County, AR"	"05073"	"2007"	"2007"	12.15
	"Lafayette County, AR"	"05073"	"2008"	"2008"	11.44
	"Lawrence County, AR"	"05075"	"2003"	"2003"	12.78
	"Lawrence County, AR"	"05075"	"2004"	"2004"	12.21
	"Lawrence County, AR"	"05075"	"2005"	"2005"	14.20
	"Lawrence County, AR"	"05075"	"2006"	"2006"	12.26
	"Lawrence County, AR"	"05075"	"2007"	"2007"	12.57
	"Lawrence County, AR"	"05075"	"2008"	"2008"	12.60
	"Lee County, AR"	"05077"	"2003"	"2003"	13.39
	"Lee County, AR"	"05077"	"2004"	"2004"	12.97
	"Lee County, AR"	"05077"	"2005"	"2005"	15.03
	"Lee County, AR"	"05077"	"2006"	"2006"	13.21
	"Lee County, AR"	"05077"	"2007"	"2007"	13.33
	"Lee County, AR"	"05077"	"2008"	"2008"	12.48
	"Lincoln County, AR"	"05079"	"2003"	"2003"	12.90
	"Lincoln County, AR"	"05079"	"2004"	"2004"	12.37
	"Lincoln County, AR"	"05079"	"2005"	"2005"	14.22
	"Lincoln County, AR"	"05079"	"2006"	"2006"	12.54
	"Lincoln County, AR"	"05079"	"2007"	"2007"	12.48
	"Lincoln County, AR"	"05079"	"2008"	"2008"	12.07
	"Little River County, AR"	"05081"	"2003"	"2003"	12.36
	"Little River County, AR"	"05081"	"2004"	"2004"	11.50
	"Little River County, AR"	"05081"	"2005"	"2005"	12.82
	"Little River County, AR"	"05081"	"2006"	"2006"	11.19
	"Little River County, AR"	"05081"	"2007"	"2007"	11.79
	"Little River County, AR"	"05081"	"2008"	"2008"	11.17
	"Logan County, AR"	"05083"	"2003"	"2003"	12.13
	"Logan County, AR"	"05083"	"2004"	"2004"	11.38
	"Logan County, AR"	"05083"	"2005"	"2005"	13.14
	"Logan County, AR"	"05083"	"2006"	"2006"	11.27
	"Logan County, AR"	"05083"	"2007"	"2007"	12.09
	"Logan County, AR"	"05083"	"2008"	"2008"	11.30
	"Lonoke County, AR"	"05085"	"2003"	"2003"	12.67
	"Lonoke County, AR"	"05085"	"2004"	"2004"	12.31
	"Lonoke County, AR"	"05085"	"2005"	"2005"	14.40
	"Lonoke County, AR"	"05085"	"2006"	"2006"	12.38
	"Lonoke County, AR"	"05085"	"2007"	"2007"	12.48
	"Lonoke County, AR"	"05085"	"2008"	"2008"	12.13
	"Madison County, AR"	"05087"	"2003"	"2003"	12.12
	"Madison County, AR"	"05087"	"2004"	"2004"	11.42
	"Madison County, AR"	"05087"	"2005"	"2005"	13.22
	"Madison County, AR"	"05087"	"2006"	"2006"	11.26
	"Madison County, AR"	"05087"	"2007"	"2007"	12.39
	"Madison County, AR"	"05087"	"2008"	"2008"	11.20
	"Marion County, AR"	"05089"	"2003"	"2003"	12.07
	"Marion County, AR"	"05089"	"2004"	"2004"	11.55
	"Marion County, AR"	"05089"	"2005"	"2005"	13.40
	"Marion County, AR"	"05089"	"2006"	"2006"	11.32
	"Marion County, AR"	"05089"	"2007"	"2007"	12.27
	"Marion County, AR"	"05089"	"2008"	"2008"	11.43
	"Miller County, AR"	"05091"	"2003"	"2003"	12.72
	"Miller County, AR"	"05091"	"2004"	"2004"	11.91
	"Miller County, AR"	"05091"	"2005"	"2005"	13.13
	"Miller County, AR"	"05091"	"2006"	"2006"	11.58
	"Miller County, AR"	"05091"	"2007"	"2007"	12.08
	"Miller County, AR"	"05091"	"2008"	"2008"	11.34
	"Mississippi County, AR"	"05093"	"2003"	"2003"	13.53
	"Mississippi County, AR"	"05093"	"2004"	"2004"	12.51
	"Mississippi County, AR"	"05093"	"2005"	"2005"	14.44
	"Mississippi County, AR"	"05093"	"2006"	"2006"	13.02
	"Mississippi County, AR"	"05093"	"2007"	"2007"	12.85
	"Mississippi County, AR"	"05093"	"2008"	"2008"	13.27
	"Monroe County, AR"	"05095"	"2003"	"2003"	13.13
	"Monroe County, AR"	"05095"	"2004"	"2004"	12.77
	"Monroe County, AR"	"05095"	"2005"	"2005"	14.87
	"Monroe County, AR"	"05095"	"2006"	"2006"	12.96
	"Monroe County, AR"	"05095"	"2007"	"2007"	13.01
	"Monroe County, AR"	"05095"	"2008"	"2008"	12.34
	"Montgomery County, AR"	"05097"	"2003"	"2003"	12.08
	"Montgomery County, AR"	"05097"	"2004"	"2004"	11.27
	"Montgomery County, AR"	"05097"	"2005"	"2005"	12.97
	"Montgomery County, AR"	"05097"	"2006"	"2006"	11.20
	"Montgomery County, AR"	"05097"	"2007"	"2007"	11.73
	"Montgomery County, AR"	"05097"	"2008"	"2008"	11.29
	"Nevada County, AR"	"05099"	"2003"	"2003"	12.60
	"Nevada County, AR"	"05099"	"2004"	"2004"	11.83
	"Nevada County, AR"	"05099"	"2005"	"2005"	13.27
	"Nevada County, AR"	"05099"	"2006"	"2006"	11.70
	"Nevada County, AR"	"05099"	"2007"	"2007"	12.05
	"Nevada County, AR"	"05099"	"2008"	"2008"	11.50
	"Newton County, AR"	"05101"	"2003"	"2003"	12.22
	"Newton County, AR"	"05101"	"2004"	"2004"	11.64
	"Newton County, AR"	"05101"	"2005"	"2005"	13.52
	"Newton County, AR"	"05101"	"2006"	"2006"	11.48
	"Newton County, AR"	"05101"	"2007"	"2007"	12.45
	"Newton County, AR"	"05101"	"2008"	"2008"	11.53
	"Ouachita County, AR"	"05103"	"2003"	"2003"	12.70
	"Ouachita County, AR"	"05103"	"2004"	"2004"	11.96
	"Ouachita County, AR"	"05103"	"2005"	"2005"	13.44
	"Ouachita County, AR"	"05103"	"2006"	"2006"	11.89
	"Ouachita County, AR"	"05103"	"2007"	"2007"	12.15
	"Ouachita County, AR"	"05103"	"2008"	"2008"	11.63
	"Perry County, AR"	"05105"	"2003"	"2003"	12.34
	"Perry County, AR"	"05105"	"2004"	"2004"	11.76
	"Perry County, AR"	"05105"	"2005"	"2005"	13.65
	"Perry County, AR"	"05105"	"2006"	"2006"	11.72
	"Perry County, AR"	"05105"	"2007"	"2007"	12.19
	"Perry County, AR"	"05105"	"2008"	"2008"	11.68
	"Phillips County, AR"	"05107"	"2003"	"2003"	13.47
	"Phillips County, AR"	"05107"	"2004"	"2004"	13.11
	"Phillips County, AR"	"05107"	"2005"	"2005"	15.18
	"Phillips County, AR"	"05107"	"2006"	"2006"	13.37
	"Phillips County, AR"	"05107"	"2007"	"2007"	13.47
	"Phillips County, AR"	"05107"	"2008"	"2008"	12.37
	"Pike County, AR"	"05109"	"2003"	"2003"	12.21
	"Pike County, AR"	"05109"	"2004"	"2004"	11.41
	"Pike County, AR"	"05109"	"2005"	"2005"	13.01
	"Pike County, AR"	"05109"	"2006"	"2006"	11.30
	"Pike County, AR"	"05109"	"2007"	"2007"	11.75
	"Pike County, AR"	"05109"	"2008"	"2008"	11.33
	"Poinsett County, AR"	"05111"	"2003"	"2003"	13.19
	"Poinsett County, AR"	"05111"	"2004"	"2004"	12.51
	"Poinsett County, AR"	"05111"	"2005"	"2005"	14.50
	"Poinsett County, AR"	"05111"	"2006"	"2006"	12.78
	"Poinsett County, AR"	"05111"	"2007"	"2007"	12.84
	"Poinsett County, AR"	"05111"	"2008"	"2008"	12.85
	"Polk County, AR"	"05113"	"2003"	"2003"	11.90
	"Polk County, AR"	"05113"	"2004"	"2004"	10.98
	"Polk County, AR"	"05113"	"2005"	"2005"	12.55
	"Polk County, AR"	"05113"	"2006"	"2006"	10.83
	"Polk County, AR"	"05113"	"2007"	"2007"	11.51
	"Polk County, AR"	"05113"	"2008"	"2008"	11.07
	"Pope County, AR"	"05115"	"2003"	"2003"	12.28
	"Pope County, AR"	"05115"	"2004"	"2004"	11.71
	"Pope County, AR"	"05115"	"2005"	"2005"	13.61
	"Pope County, AR"	"05115"	"2006"	"2006"	11.61
	"Pope County, AR"	"05115"	"2007"	"2007"	12.33
	"Pope County, AR"	"05115"	"2008"	"2008"	11.64
	"Prairie County, AR"	"05117"	"2003"	"2003"	12.84
	"Prairie County, AR"	"05117"	"2004"	"2004"	12.51
	"Prairie County, AR"	"05117"	"2005"	"2005"	14.63
	"Prairie County, AR"	"05117"	"2006"	"2006"	12.62
	"Prairie County, AR"	"05117"	"2007"	"2007"	12.67
	"Prairie County, AR"	"05117"	"2008"	"2008"	12.28
	"Pulaski County, AR"	"05119"	"2003"	"2003"	12.54
	"Pulaski County, AR"	"05119"	"2004"	"2004"	12.09
	"Pulaski County, AR"	"05119"	"2005"	"2005"	14.10
	"Pulaski County, AR"	"05119"	"2006"	"2006"	12.13
	"Pulaski County, AR"	"05119"	"2007"	"2007"	12.34
	"Pulaski County, AR"	"05119"	"2008"	"2008"	11.94
	"Randolph County, AR"	"05121"	"2003"	"2003"	12.77
	"Randolph County, AR"	"05121"	"2004"	"2004"	12.13
	"Randolph County, AR"	"05121"	"2005"	"2005"	14.09
	"Randolph County, AR"	"05121"	"2006"	"2006"	12.14
	"Randolph County, AR"	"05121"	"2007"	"2007"	12.62
	"Randolph County, AR"	"05121"	"2008"	"2008"	12.33
	"St. Francis County, AR"	"05123"	"2003"	"2003"	13.34
	"St. Francis County, AR"	"05123"	"2004"	"2004"	12.84
	"St. Francis County, AR"	"05123"	"2005"	"2005"	14.88
	"St. Francis County, AR"	"05123"	"2006"	"2006"	13.09
	"St. Francis County, AR"	"05123"	"2007"	"2007"	13.20
	"St. Francis County, AR"	"05123"	"2008"	"2008"	12.60
	"Saline County, AR"	"05125"	"2003"	"2003"	12.44
	"Saline County, AR"	"05125"	"2004"	"2004"	11.88
	"Saline County, AR"	"05125"	"2005"	"2005"	13.81
	"Saline County, AR"	"05125"	"2006"	"2006"	11.91
	"Saline County, AR"	"05125"	"2007"	"2007"	12.19
	"Saline County, AR"	"05125"	"2008"	"2008"	11.76
	"Scott County, AR"	"05127"	"2003"	"2003"	11.99
	"Scott County, AR"	"05127"	"2004"	"2004"	11.13
	"Scott County, AR"	"05127"	"2005"	"2005"	12.78
	"Scott County, AR"	"05127"	"2006"	"2006"	11.00
	"Scott County, AR"	"05127"	"2007"	"2007"	11.80
	"Scott County, AR"	"05127"	"2008"	"2008"	11.12
	"Searcy County, AR"	"05129"	"2003"	"2003"	12.27
	"Searcy County, AR"	"05129"	"2004"	"2004"	11.81
	"Searcy County, AR"	"05129"	"2005"	"2005"	13.74
	"Searcy County, AR"	"05129"	"2006"	"2006"	11.64
	"Searcy County, AR"	"05129"	"2007"	"2007"	12.46
	"Searcy County, AR"	"05129"	"2008"	"2008"	11.78
	"Sebastian County, AR"	"05131"	"2003"	"2003"	12.02
	"Sebastian County, AR"	"05131"	"2004"	"2004"	11.14
	"Sebastian County, AR"	"05131"	"2005"	"2005"	12.82
